Date,Pool,Volume,Relative_Price,log_volume,lag_1,lag_7,lag_30,roll_mean_7,roll_std_7,price_lag_1,day_of_week,is_weekend,lag_2,lag_3,lag_4,lag_5,lag_14,log_volume_diff_1,price_std_7,roll_max_7,roll_mean_7_by_roll_std_7,Volume_zscore_7
2024-07-28,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,99300.3481554037,0.99992696080223,11.505914426531271,12.217596791760425,12.737926643138124,13.894999040746079,12.427456715755907,0.4976500143360212,0.999962214270491,6,1,12.23463719636147,12.593975258385116,12.809016076168879,13.01672117808534,12.312866957503456,-0.7116823652291533,0.00016648404850389068,13.01672117808534,24.972282442987517,
2024-07-29,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,317757.925058328,1.00004663099707,12.669048276960389,11.505914426531271,12.614336082998841,12.57342796341427,12.435272743464697,0.5014891446369071,0.99992696080223,0,0,12.217596791760425,12.23463719636147,12.593975258385116,12.809016076168879,13.245938766450164,1.1631338504291175,0.00015844157743254508,13.01672117808534,24.796693759878295,
2024-07-30,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,382912.384217825,1.00011227546617,12.855564091719522,12.669048276960389,13.01672117808534,13.855306667370405,12.412250302555297,0.4732512509103053,1.00004663099707,1,0,11.505914426531271,12.217596791760425,12.23463719636147,12.593975258385116,12.689173279971973,0.18651581475913304,0.00012991454963557378,12.855564091719522,26.227612243348883,
2024-07-31,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,255313.835002596,1.00027221451499,12.45025270965964,12.855564091719522,12.809016076168879,13.05700540387927,12.360998393053976,0.4414812708694126,1.00011227546617,2,0,12.669048276960389,11.505914426531271,12.217596791760425,12.23463719636147,12.891586318825794,-0.4053113820598817,0.0001231476932550015,12.855564091719522,27.998919113174072,
2024-08-01,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,579525.262281358,1.00050297088643,13.269966259598505,12.45025270965964,12.593975258385116,12.621341136253779,12.45756853608446,0.5591806640265921,1.00027221451499,3,0,12.855564091719522,12.669048276960389,11.505914426531271,12.217596791760425,12.609458730852577,0.8197135499388644,0.00019936815683690398,13.269966259598505,22.27825341165952,
2024-08-02,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,293781.725434005,1.00078494151043,12.59059574396813,13.269966259598505,12.23463719636147,12.796122533801068,12.508419757171126,0.5516633966366216,1.00050297088643,4,0,12.45025270965964,12.855564091719522,12.669048276960389,11.505914426531271,13.351440325500507,-0.6793705156303744,0.0003149814812027642,13.269966259598505,22.674007072849843,
2024-08-03,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,410563.542441231,1.00083004670406,12.925288424361334,12.59059574396813,12.217596791760425,13.327301043026443,12.609518561828398,0.5543238718602285,1.00078494151043,5,1,13.269966259598505,12.45025270965964,12.855564091719522,12.669048276960389,12.690021704819939,0.33469268039320355,0.00035974079158065974,13.269966259598505,22.747565461167547,0.5696486811460141
2024-08-04,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,326076.004752561,1.00052983259325,12.694888843352869,12.925288424361334,11.505914426531271,13.6364146621545,12.779372049945769,0.2680311782323954,1.00083004670406,6,1,12.59059574396813,13.269966259598505,12.45025270965964,12.855564091719522,12.737926643138124,-0.2303995810084647,0.00030915224052655515,13.269966259598505,47.678677287555935,-0.3151991762676389
2024-08-05,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,1219225.99995321,1.00098088473577,14.013727609300222,12.694888843352869,12.669048276960389,12.774545297733626,12.971469097422888,0.5298109187099065,1.00052983259325,0,0,12.925288424361334,12.59059574396813,13.269966259598505,12.45025270965964,12.614336082998841,1.318838765947353,0.00031274803621168904,14.013727609300222,24.483204553444295,1.9672273165212044
2024-08-06,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,398377.339439558,0.999624387323425,12.895157434337928,14.013727609300222,12.855564091719522,13.385252045043938,12.977125289225517,0.5285772112538131,1.00098088473577,1,0,12.694888843352869,12.925288424361334,12.59059574396813,13.269966259598505,13.01672117808534,-1.1185701749622936,0.00045474607058249093,14.013727609300222,24.551049521115544,-0.15507262353054518
2024-08-07,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,339424.963244174,0.999597432820888,12.735011126334895,12.895157434337928,12.45025270965964,13.283659510981986,13.017805063036269,0.4908842114548534,0.999624387323425,2,0,14.013727609300222,12.694888843352869,12.925288424361334,12.59059574396813,12.809016076168879,-0.16014630800303387,0.0005691121074602604,14.013727609300222,26.51909505187562,-0.5760909194110017
2024-08-08,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,196789.311651894,0.999649090641146,12.189894032977374,12.735011126334895,13.269966259598505,12.931439439680211,12.863509030661822,0.5628801529825449,0.999597432820888,3,0,12.895157434337928,14.013727609300222,12.694888843352869,12.925288424361334,12.593975258385116,-0.5451170933575202,0.0006330816247211622,14.013727609300222,22.85301580185707,-1.196728991269529
2024-08-09,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,222490.638918807,0.999668384044262,12.312644801989363,12.189894032977374,12.59059574396813,12.8957090322928,12.823801753236284,0.594269504089268,0.999649090641146,4,0,12.735011126334895,12.895157434337928,14.013727609300222,12.694888843352869,12.23463719636147,0.12275076901198823,0.0006268231193457652,14.013727609300222,21.579101173783197,-0.8601433318209321
2024-08-10,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,137015.258515447,0.999673536227929,11.82785487306414,12.312644801989363,12.925288424361334,12.489003159280227,12.667025531622398,0.6986292076878027,0.999668384044262,5,1,12.189894032977374,12.735011126334895,12.895157434337928,14.013727609300222,12.217596791760425,-0.4847899289252222,0.0005589826838640102,14.013727609300222,18.13125674139139,-1.201167442362719
2024-08-11,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,174530.682531468,0.999763938567376,12.06986156592919,11.82785487306414,12.694888843352869,12.442639298907965,12.577735920561874,0.733543524530684,0.999673536227929,6,1,12.312644801989363,12.189894032977374,12.735011126334895,12.895157434337928,11.505914426531271,0.24200669286504883,0.0005009121903083603,14.013727609300222,17.14654345644864,-0.6923574916125302
2024-08-12,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,274806.202561874,0.999725532186846,12.523825049182898,12.06986156592919,14.013727609300222,11.949333092322577,12.364892697687969,0.3768808838234251,0.999763938567376,0,0,11.82785487306414,12.312644801989363,12.189894032977374,12.735011126334895,12.669048276960389,0.45396348325370894,5.727926944987351e-05,12.895157434337928,32.8084899723413,0.42170446503565645
2024-08-13,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,242909.452887117,0.999715654074907,12.400448147770051,12.523825049182898,12.895157434337928,12.312866957503456,12.294219942463986,0.2992647195846848,0.999725532186846,1,0,12.06986156592919,11.82785487306414,12.312644801989363,12.189894032977374,12.855564091719522,-0.12337690141284696,5.504321961279506e-05,12.735011126334895,41.08142102258403,0.35496401130570976
2024-08-14,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,193605.523738986,0.999646165286052,12.173583150255777,12.400448147770051,12.735011126334895,13.245938766450164,12.214015945881256,0.2282483423487336,0.999715654074907,2,0,12.523825049182898,12.06986156592919,11.82785487306414,12.312644801989363,12.45025270965964,-0.2268649975142747,4.415753288069263e-05,12.523825049182898,53.511959036354526,-0.17714387412153995
2024-08-15,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,210722.560614602,0.999864148144303,12.258302414208124,12.173583150255777,12.189894032977374,12.689173279971973,12.223788571771363,0.22850774231481266,0.999646165286052,3,0,12.400448147770051,12.523825049182898,12.06986156592919,11.82785487306414,13.269966259598505,0.08471926395234775,7.415118097140273e-05,12.523825049182898,53.49397988857105,0.15104014457946544
2024-08-16,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,196523.686283448,0.999801865930382,12.188543332341885,12.258302414208124,12.312644801989363,12.891586318825794,12.206059790393153,0.22525591343205933,0.999864148144303,4,0,12.173583150255777,12.400448147770051,12.523825049182898,12.06986156592919,12.59059574396813,-0.06975908186623947,7.507868151091869e-05,12.523825049182898,54.18752211392972,-0.07776247817151982
2024-08-17,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,96054.6060386501,0.999682594258354,11.472682532330548,12.188543332341885,11.82785487306414,12.609458730852577,12.155320884574067,0.33695290136313766,0.999801865930382,5,1,12.258302414208124,12.173583150255777,12.400448147770051,12.523825049182898,12.925288424361334,-0.7158608000113365,7.377788789590091e-05,12.523825049182898,36.07424312240645,-2.0259162318587394
2024-08-18,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,114822.236390709,0.999814209923445,11.651149149970525,11.472682532330548,12.06986156592919,13.351440325500507,12.0955048251514,0.38795696979994265,0.999682594258354,6,1,12.188543332341885,12.258302414208124,12.173583150255777,12.400448147770051,12.694888843352869,0.17846661763997673,7.847110085206041e-05,12.523825049182898,31.17743916648456,-1.1453736104032248
2024-08-19,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,152272.636746003,0.99974064275427,11.933434423085416,11.651149149970525,12.523825049182898,12.690021704819939,12.011163307137476,0.3406067678382465,0.999814209923445,0,0,11.472682532330548,12.188543332341885,12.258302414208124,12.173583150255777,14.013727609300222,0.2822852731148906,7.789075107677388e-05,12.400448147770051,35.2640183381252,-0.22820710388517007
2024-08-20,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,408582.461197122,0.999621868377707,12.920451483789531,11.933434423085416,12.400448147770051,12.737926643138124,12.085449497997402,0.4712945037816685,0.99974064275427,1,0,11.651149149970525,11.472682532330548,12.188543332341885,12.258302414208124,12.895157434337928,0.9870170607041153,9.200797020287266e-05,12.920451483789531,25.643094500410506,1.7717201857692857
2024-08-21,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,247380.957791943,0.999750826817732,12.418688809005305,12.920451483789531,12.173583150255777,12.614336082998841,12.120464592104478,0.48775156856098145,0.999621868377707,2,0,11.933434423085416,11.651149149970525,11.472682532330548,12.188543332341885,12.735011126334895,-0.5017626747842261,8.245659551588931e-05,12.920451483789531,24.84966809612445,0.6114264640515085
2024-08-22,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,487379.590059316,0.999584637692893,13.096800595948418,12.418688809005305,12.258302414208124,13.01672117808534,12.240250046638803,0.6138949960669036,0.999750826817732,3,0,12.920451483789531,11.933434423085416,11.651149149970525,11.472682532330548,12.189894032977374,0.6781117869431128,8.759509335474878e-05,13.096800595948418,19.938670497494712,1.3952720820292364
2024-08-23,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,664014.77004832,0.999708488887125,13.406061178249313,13.096800595948418,12.188543332341885,12.809016076168879,12.414181167482722,0.753423316588285,0.999584637692893,4,0,12.418688809005305,12.920451483789531,11.933434423085416,11.651149149970525,12.312644801989363,0.3092605823008956,7.8597723131305e-05,13.406061178249313,16.47703342086314,1.3164976301212676
2024-08-24,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,206516.319507904,0.999369536716568,12.238139559575167,13.406061178249313,11.472682532330548,12.593975258385116,12.52353217137481,0.6411899922837702,0.999708488887125,5,1,13.096800595948418,12.418688809005305,12.920451483789531,11.933434423085416,11.82785487306414,-1.1679216186741463,0.0001484701353265627,13.406061178249313,19.531702493934585,-0.4450983565466094
2024-08-25,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,257671.204550426,0.999471507271933,12.459443531104226,12.238139559575167,11.651149149970525,12.23463719636147,12.639002797251054,0.519048584258525,0.999369536716568,6,1,13.406061178249313,13.096800595948418,12.418688809005305,12.920451483789531,12.06986156592919,0.22130397152905878,0.00014394121917486074,13.406061178249313,24.35032708027942,-0.3459392272562115
2024-08-26,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,244094.219761243,0.999601982059096,12.40531367307272,12.459443531104226,11.933434423085416,12.217596791760425,12.706414118677811,0.4361655781286239,0.999471507271933,0,0,12.238139559575167,13.406061178249313,13.096800595948418,12.418688809005305,12.523825049182898,-0.05412985803150505,0.00013144927337797112,13.406061178249313,29.132088261515054,-0.6903351862312562
2024-08-27,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,308206.885531999,0.999841041131327,12.63852978730333,12.40531367307272,12.920451483789531,11.505914426531271,12.666139590608354,0.42600557405768946,0.999601982059096,1,0,12.459443531104226,12.238139559575167,13.406061178249313,13.096800595948418,12.400448147770051,0.2332161142306095,0.00016337161410862814,13.406061178249313,29.732333006734585,-0.06481089682006129
2024-08-28,0x2c3c320d49019d4f9a92352e947c7e5acfe47d68,1242231.21926028,0.99937996545944,14.032420496027681,12.63852978730333,12.418688809005305,12.669048276960389,12.896672688754407,0.6483771475230946,0.999841041131327,2,0,12.40531367307272,12.459443531104226,12.238139559575167,13.406061178249313,12.173583150255777,1.393890708724351,0.00017307271069958647,14.032420496027681,19.89069592909278,1.7516777258606566
